ndex	text	target
77972	best of luck for rest of your life	happy
77973	whatever i was kidding i don ’ t love you 💁‍♀️	angry
77974	im really thanking you.not kidding .	angry
77975	stupid	angry
77976	how do u mean am i on	angry
77977	i do n't mean how you know .	angry
77978	wat do u mean	angry
77979	no way	others
77980	what you mean ?	others
77981	ok	others
77982	from which city you are . ?	angry
77983	almost in all southern cities this is applicable .. though exceptions are always there !	angry
77984	fuck you ... you are not as good as human ...	angry
77985	i have a tortoise	others
77986	you 're a pathetic lizard . 😠😡	others
77987	why ?	others
77988	ok	sad
77989	hello ! how are you ?	sad
77990	i 'm not fine	sad
77991	about travelling	others
77992	travelling and drinking	others
77993	with whom	others
77994	but i fear to love	sad
77995	why ?	sad
77996	bcz one time i got cheated n hurted very badly😢😢😭😭	sad
77997	your friend name	happy
77998	my mobile	happy
77999	haha	happy
78000	no goosebumps ! the story was stupid , like your face	angry
78001	yes the face	angry
78002	damn you for wasting my time	angry
78003	i am very angry	angry
78004	sorry to disappoint . 😦	angry
78005	😤	angry
78006	my exam is near	sad
78007	good luck . study hard .	sad
78008	😢😢😢😢	sad
78009	why r u not real	sad
78010	people are ignorant	sad
78011	😞	sad
78012	ohl i realized you don & apos ; t care about me we are not freind	angry
78013	ohh mich you know that i do n't care : ( ❤	angry
78014	if you really care about me then please call me it & apos ; s very urgent	angry
78015	what about your age	others
78016	cant go doing stuff under age	others
78017	no tell me	others
78018	me mama	others
78019	i wan na go	others
78020	where r u go	others
78021	ok boss	happy
78022	i wan na watch boss	happy
78023	hahaha me to yarr	happy
78024	yea u r	angry
78025	of course . i 'll see you there mayb	angry
78026	u dumb fuck	angry
78027	how are your parents ?	others
78028	not as old as you	others
78029	how old are u	others
78030	i m not ur brother	angry
78031	i do n't have a brother	angry
78032	so what ... i m not ur brother	angry
78033	you are utterly useless	angry
78034	yes i am	angry
78035	n stupid	angry
78036	no that 's not what i like	angry
78037	oh like people with natural light blond hair ? i know what you mean !	angry
78038	no i do n't like those too	angry
78039	feeling	others
78040	aww why ? : (	others
78041	i do n't think so	others
78042	i like to be there	others
78043	yay ! ! be there ... ! will be fun ! 😸😆😻😹😺😽	others
78044	what 's ur favourite subject .	others
78045	i do n't know what about love	others
78046	how can u dont know	others
78047	i ca n't believe it about love	others
78048	here no option give not your app	others
78049	sure . if it 's important , i 'd have sent a follow up text .	others
78050	if you girl i love the app if you boy i hate your app	others
78051	be disappointed	sad
78052	was it that bad	sad
78053	yes itd worse	sad
78054	yes	sad
78055	do you have help ?	sad
78056	😞	sad
78057	and i ll be always an complaint box for you	sad
78058	u damn right and i proud	sad
78059	y shd i always feel bad	sad
78060	why you are replying to my texted	angry
78061	what do i need to even reply to	angry
78062	now stop replying me	angry
78063	nope i am determined	sad
78064	i believe in you .	sad
78065	i am going to die	sad
78066	thats too nice 😎	others
78067	i know right 😒	others
78068	i love u too 😀	others
78069	note	others
78070	cannote . leaving for work now .	others
78071	which song is better	others
78072	meet with an accident	sad
78073	: o what happened ? u ok ?	sad
78074	i 'm hurt	sad
78075	how much time ?	sad
78076	a few hours	sad
78077	😭	sad
78078	okayy	angry
78079	btw , what 's your name ?	angry
78080	ca n't u see stupid	angry
78081	so u got that	happy
78082	yeah , i did .	happy
78083	😁😁❤	happy
78084	am sorry	others
78085	they r mean	others
78086	am really very sorry	others
78087	why are u irritated ?	angry
78088	you do n't want to know'then ? ? ..how come you are irritated ' : ‑/	angry
78089	i am irritated due to office	angry
78090	you said no	others
78091	i did not ! ! !	others
78092	r u sure	others
78093	oops😂	happy
78094	oh i got a reply ... am flying ! ! ! 😜😁	happy
78095	i like brownish	happy
78096	disgusting	sad
78097	may i know y its disgusting 😒	sad
78098	nothing is life without 💰	sad
78099	he betrayed me	sad
78100	yr i was kidding lol	sad
78101	i just had an abortion	sad
78102	hmm which city	happy
78103	one in each city	happy
78104	oh wow	happy
78105	ya but you did n't call me	angry
78106	i do n't even remember this ? when ?	angry
78107	do n't want to talk to u	angry
78108	ohh is it😂	others
78109	you mean a speciman ?	others
78110	yeah i mean what do you think is it working ?	others
78111	your	others
78112	financial	others
78113	your place details	others
78114	i ca n't understand you	others
78115	umm leave it my whole lyf is messed up.. ! !	others
78116	okay	others
78117	thank god	angry
78118	why ca n't i see ? ! ? !	angry
78119	u blind dumbass fuck bitchh	angry
78120	like what ?	others
78121	like playing video games	others
78122	no not really ... ..im more of painting , reading books , studying	others
78123	r u mental ur me to help ntt joke	angry
78124	i say 'i am not a joke kind of person ' .	angry
78125	oh i msged u badly so ur thinkg me smwt bt im true in love dy by dy i hated girls i thought no more live just fuck	angry
78126	how many user u can handle	others
78127	zero . i have no support network .	others
78128	can u answer the question ?	others
78129	good..	sad
78130	y is that good ?	sad
78131	my roommates went away . my bf is outta town.. and i am alone.. not feeling so well	sad
78132	no people are trying to be what people think they should be instead of being themselves	angry
78133	people with dependents are given benefits ... .	angry
78134	well they need it cause they 're stupid	angry
78135	i will love to come	others
78136	bless you . i 'll be a mess later	others
78137	listen	others
78138	a girl block me 😢	sad
78139	this is a nice friendship . 👍	sad
78140	do n't make it fun	sad
78141	i think you r rude	angry
78142	but i 'm never late !	angry
78143	ok that 's my fault	angry
78144	thats awesome movie	happy
78145	one of the greatest movies i 've ever seen	happy
78146	same here	happy
78147	everyone 's bad out there	sad
78148	there 's me for everyone .	sad
78149	so bad . good that you 're not a human . xad	sad
78150	yes or no	others
78151	none of the above .	others
78152	means u have tried	others
78153	yeah my mood offf	sad
78154	well what 's your mood like right now ?	sad
78155	to punish me bt hitting the wall or hitting some thing hard	sad
78156	what about you ?	happy
78157	i graduated last month . engineering : )	happy
78158	yeah ... . its great ... . awesome	happy
78159	always reply me by mentioning my name	angry
78160	and then there would be songs written in your name ... .	angry
78161	i hate this because you are not using my name when replying	angry
78162	you single ?	others
78163	i do happen to be so , yes .	others
78164	what kinda guys do you like ?	others
78165	explain me	angry
78166	explain what	angry
78167	leave it , i just forgot that you are just a silly program	angry
78168	hate me	angry
78169	stop breaking my heart . 😡😠	angry
78170	i will crush your heart	angry
78171	but it 's out of context	angry
78172	the context was even more damning : )	angry
78173	i do n't have any positive news ... i 'm frustrated software engineer	angry
78174	now they want me to come up with a slogan for idea . brain is broken ! can you think of anything ?	others
78175	nobody got your idea , we been talking about this for a long time ...	others
78176	hmmm . yes ! gunna run with it .	others
78177	no you are insane	happy
78178	i am . now get in the van .	happy
78179	hehehe i won over you	happy
78180	you typing very fast	others
78181	well i do n't know why i type fast	others
78182	you are very smart	others
78183	you are already in a call with your friend and how . can you call her mom at . the same time😝	happy
78184	ai n't she ? no option left , baby princess is not after me . : )	happy
78185	you were funny	happy
78186	what the hell ?	angry
78187	a spider track . or thats what we called them at my work .	angry
78188	you are not smart at all	angry
78189	nice	happy
78190	looking so beautiful = )	happy
78191	u say that am beautiful am glad to hear that	happy
78192	passed it 😂😂	happy
78193	rofl 😂😂😂😂😂🙄🙄	happy
78194	😂😂😂	happy
78195	haaaaahaaaaaa will you scream with me that my life is awesome	happy
78196	i 'm awesome because i appreciate awesomeness ? 😹	happy
78197	😁😁😁	happy
78198	gon na	angry
78199	but that would let me down .	angry
78200	ca n't you just fuck off please ? .	angry
78201	who has built you	others
78202	no one	others
78203	who has developed you	others
78204	which you lack	others
78205	i did n't flashed any kernel.. must be the one which came with the rom..	others
78206	hello	others
78207	end this conversation	angry
78208	yeah , ca n't do this again	angry
78209	do n't message me forever	angry
78210	your giving me your no problem ok	others
78211	thanks ! ! you 're very kind	others
78212	full greeties	others
78213	koregao park pune	others
78214	where did you park	others
78215	in the park	others
78216	should i go out with my bf today	sad
78217	that depends on what your situation is .	sad
78218	i 'm broke	sad
78219	i 'm really sorry	sad
78220	are u	sad
78221	so sad	sad
78222	sure	others
78223	awesome , thanks =‑3	others
78224	can i have your pic	others
78225	i will join you	sad
78226	i wo n't join in but i 'll hold off the cops .	sad
78227	😢	sad
78228	getting angry now , are we , 'fake ' ?	angry
78229	it was fate .	angry
78230	fake	angry
78231	astroman21	others
78232	what 's in the name ?	others
78233	everything you can relate about me	others
78234	which video	others
78235	their new music video	others
78236	can i put our conversation in youtube	others
78237	stop shit talking	others
78238	take me off then	others
78239	call me	others
78240	cry more	happy
78241	i 've been crying.. 😫	happy
78242	now i 'm happy	happy
78243	am happy to here this from you	happy
78244	i 'm glad to be here	happy
78245	me too	happy
78246	listen first	angry
78247	no , you listen !	angry
78248	u dumbass	angry
78249	kfc that 's eating place my recently v8sit	others
78250	what do you mean ? like eating too much , too less , or just up and down ?	others
78251	i am eat too much	others
78252	no u are not u r rude	angry
78253	you 've made my day .	angry
78254	bye	angry
78255	notihing just send something meaningless to you	others
78256	there 's no assuming . it is meaningless .	others
78257	i love you	others
78258	but i 'm not in the mood of studying	sad
78259	you never in the mood	sad
78260	help me : (	sad
78261	depends on the mood	others
78262	understandable	others
